"filename","nucleus ID","eccentricity","num of G probes","num of R probes","num of Y probes","X center of mass","Y center of mass","area of nucleus","perimeter of nucleus","radius of nucleus"
"tile_x=5_y=1_c=1.jpg.png",1,0.379801596023778,4,1,6,901.885369611197,109.425646917513,38297,638,110.136804514288
"tile_x=5_y=1_c=1.jpg.png",2,0.721395552711905,1,0,2,1630.43083673312,47.0001539527365,12991,404,64.9083758494146
"tile_x=5_y=1_c=1.jpg.png",3,0.338288294632234,1,1,3,1089.55767077268,470.15976110489,13395,378,64.8818252182033
"tile_x=5_y=1_c=1.jpg.png",4,0.528078083921715,3,1,4,1860.68821086839,489.596978997412,16617,418,72.4510035402945
"tile_x=5_y=1_c=1.jpg.png",5,0.789301794284889,2,0,0,1251.19560047562,534.72091048072,11774,410,62.9944809057293
"tile_x=5_y=1_c=1.jpg.png",6,0.720148414867646,1,0,1,1067.18640536996,610.766684669393,12961,388,64.5157033964685
"tile_x=5_y=1_c=1.jpg.png",7,0.783332827173212,3,1,2,131.656575149359,613.928441968181,14897,399,70.0169647858868
"tile_x=5_y=1_c=1.jpg.png",8,0.509080266473085,0,1,3,1245.65334939159,720.461937788114,24079,504,87.7907885382028
"tile_x=5_y=1_c=1.jpg.png",9,0.313454208196749,1,0,4,1502.07764328574,749.569728946824,19332,453,77.9232742391631
"tile_x=5_y=1_c=1.jpg.png",10,0.470248756421393,4,2,3,2362.36999888864,804.492887308291,35992,628,106.503163016429
"tile_x=5_y=1_c=1.jpg.png",11,0.775720508797257,0,0,1,1667.64805246423,755.140500794913,5032,297,40.4810322561794
"tile_x=5_y=1_c=1.jpg.png",12,0.278705248765774,0,1,3,1767.74745844764,793.601742778764,12394,391,62.7482002808925
"tile_x=5_y=1_c=1.jpg.png",13,0.585993929458838,1,0,4,1390.98363735531,868.65765711169,16501,421,72.0935720604568
"tile_x=5_y=1_c=1.jpg.png",14,0.745283337558612,2,1,2,1846.4318604879,914.558930145978,10207,377,57.9137834391322
"tile_x=5_y=1_c=1.jpg.png",15,0,0,0,0,1815,854,1,1,0
"tile_x=5_y=1_c=1.jpg.png",16,0.809499615330786,2,0,1,1149.30817490494,992.793631178707,10520,357,58.7561204473221
"tile_x=5_y=1_c=1.jpg.png",17,0.483429980635988,3,0,6,1747.61875247917,1038.82739984133,20168,466,79.9325184253189
"tile_x=5_y=1_c=1.jpg.png",18,0.309298362072678,3,3,3,1462.68777907536,1194.88981246136,14557,385,67.6158106698504
"tile_x=5_y=1_c=1.jpg.png",19,0.756377317096588,2,1,7,433.119781179957,1308.38103559625,26323,540,91.9169632523177
"tile_x=5_y=1_c=1.jpg.png",20,0.574277345735846,2,1,4,991.900372142477,1272.10281765019,18810,429,77.6551921984841
"tile_x=5_y=1_c=1.jpg.png",21,0.532041008022143,1,1,2,795.270000910167,1312.96609629562,21974,513,83.5175226720986
"tile_x=5_y=1_c=1.jpg.png",22,0.752517509625318,3,0,5,921.075365520143,1374.62327758494,19014,513,79.6941624340761
